   100          1.00000000
   200          1.00000000
   300          2.00000000
   400          3.00000000
   500          4.00000000
   600         20.00000000
   700          6.00000000
   800          9.00000000
   900          6.00000000
  1000          9.00000000
  1100          9.00000000
  1200          9.00000000
  1300         10.00000000
  1400         19.00000000
  1500         11.00000000
  1600         14.00000000
  1700         14.00000000
  1800         21.00000000
  1900         32.00000000
  2000         39.00000000
  2100         36.00000000
  2200          1.00000000
  2300        124.00000000
  2400         52.00000000
  2500         49.00000000
  2600         57.00000000
  2700         56.00000000
  2800         69.00000000
  2900         64.00000000
  3000         72.00000000
  3100        102.00000000
  3200         84.00000000
  3300         91.00000000
  3400         85.00000000
  3500        112.00000000
  3600        102.00000000
  3700          2.00000000
  3800        111.00000000
  3900         76.00000000
  4000         98.00000000
  4100        114.00000000
  4200         75.00000000
  4300         78.00000000
  4400         87.00000000
  4500         84.00000000
  4600         97.00000000
  4700        100.00000000
  4800        102.00000000
  4900        163.00000000
  5000        185.00000000
  5100        342.00000000
  5200        139.00000000
  5300        131.00000000
  5400        151.00000000
  5500        143.00000000
  5600        150.00000000
  5700        177.00000000
  5800        179.00000000
  5900        180.00000000
  6000        166.00000000
  6100        176.00000000
  6200        179.00000000
  6300        194.00000000
  6400          4.00000000
  6500        264.00000000
  6600        198.00000000
  6700        209.00000000
  6800        216.00000000
  6900        215.00000000
  7000        224.00000000
  7100        208.00000000
  7200        240.00000000
  7300        247.00000000
  7400        262.00000000
  7500        270.00000000
  7600        268.00000000
  7700        285.00000000
  7800        291.00000000
  7900        329.00000000
  8000          2.00000000
  8100        318.00000000
  8200          2.00000000
  8300        334.00000000
  8400        349.00000000
  8500        361.00000000
  8600        358.00000000
  8700          2.00000000
  8800        371.00000000
  8900        393.00000000
  9000        411.00000000
  9100        420.00000000
  9200        394.00000000
  9300        445.00000000
  9400        433.00000000
  9500        458.00000000
  9600        447.00000000
  9700        455.00000000
  9800        453.00000000
  9900        444.00000000
